id,phrase,source,ragil,is_verified,visibility_tier,category,vip_source,has_notes,corpus_role,rule_applied,confidence,cluster_id
"04b8a90d-325b-4cc3-ad9d-b19ddbd63e38","ארובות","promoted:raw_docx_v2",615,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04be6159-51dd-460e-9ca8-e9db19ddfae7","הלואי","promoted:raw_docx_v2",52,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04bedb3a-3570-4746-8fbd-a9a337849d89","תמונה","promoted:raw_docx_v2",501,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04bfe49f-f8a7-4294-8efb-07d959a5d9b3","נשבר","promoted:raw_docx_v2",552,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04c1ab12-433c-4049-a757-16bed71a10f2","בלק","promoted:raw_docx_v2",132,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04d2adab-b3a4-46cf-9e77-06028eeb145d","כתבת בנין דכרין","promoted:raw_docx_v2",1218,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"04d7159e-c0e8-425a-81e2-e3c0687c4c90","אור הזהר","promoted:raw_docx_v2",424,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04dc1909-cb29-483d-9cff-dcfbd9f5e531","קרס","promoted:raw_docx_v2",360,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04e3ba50-a487-4824-abe0-9ec342254b9d","שבתי צבי","promoted:raw_docx_v2",814,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04efbfa3-aee2-4aa2-88df-0b0f20ef2dd8","ממונא מאיסורא לא ילפינן","promoted:raw_docx_v2",716,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"04f0fc0d-c904-45ad-ac0d-ec7a3d660fc7","תחלתו באונס וסופו ברצון","promoted:raw_docx_v2",1469,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"04f41019-5b88-477e-8512-3e48d3ca93a6","ספרי קודש","promoted:raw_docx_v2",760,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"05037a13-0c8d-4e0b-a638-79cb8297cbe7","תשמישי קדושה","promoted:raw_docx_v2",1475,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"050ce384-a890-4568-880f-b6afa457c385","רנה","promoted:raw_docx_v2",255,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"051327a7-3086-44ad-bb28-da7c8641c4d5","מסגרת","promoted:raw_docx_v2",703,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0515b780-e4f7-4c16-b381-c8449fc3ae78","שלחן ערוך","promoted:raw_docx_v2",684,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0515ef9f-82e3-4b89-9571-bb5124c60489","נדהם","promoted:raw_docx_v2",99,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0519dad7-ef57-41cd-b1a8-e8e375aeed6f","נופש","promoted:raw_docx_v2",436,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"05206fb2-aba2-4c98-a5b0-71f65ba7bd3e","תלול","promoted:raw_docx_v2",466,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0520f361-c404-4760-8d16-e8785f8d406b","קול דודי דופק","promoted:raw_docx_v2",350,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
